#nodeID	final
Mlc-c	0.202771621419
Ubi-p63E	0.0098207790541
zip	0.00885973875562
Tm1	0.00568615509314
didum	0.00457175241089
dsh	0.00455337090775
sqh	0.00421054790975
fz	0.00417714728407
His2B	0.00417031720888
Rho1	0.00416941379331
CG13458	0.00415044912803
Pglym87	0.00414388066494
CG15631	0.00409012091391
Fibp	0.00406737920642
TFAM	0.00406052928482
CG11459	0.00402920664474
CG10194	0.00400685628779
pk	0.00399481894641
Act5C	0.00399399807433
CG12691	0.00396654915398
stan	0.00395819021915
Appl	0.00394225733384
Pect	0.00393645996898
CG1307	0.00391146024803
dgo	0.00388776856229
CG11377	0.00387888886917
CG32276	0.00382426555868
IKKepsilon	0.00307414231274
Cdk2	0.00301825135834
Act42A	0.00299358696683
Cul1	0.00290275794734
Sce	0.00286253161899
Myc	0.00284585766101
CG3689	0.00270826576955
PAN2	0.00270766768218
krz	0.00270178889783
CG8184	0.00268076929879
Su(z)12	0.00262110407644
cora	0.00261912212941
da	0.00259012426367
Spps	0.00258859811972
Mlh1	0.00257808918418
Drice	0.0025532607562
eIF1	0.00253383400455
Dcp-1	0.00252181609305
Mob4	0.00250255043509
CG7971	0.00248718778151
Usp12-46	0.00245523711658
PICK1	0.00243726226395
Fer3HCH	0.00241168674294
Usp16-45	0.00238557629441
Cep135	0.00236686947302
Atg101	0.0023562885801
jar	0.00235020707199
CG4096	0.00227773357727
asp	0.0022697412508
ck	0.00225746801851
Ubi-p5E	0.00195846896994
sgg	0.00172556402289
Fas2	0.00144687100617
smt3	0.00137935047327
NetB	0.00130957614352
Nab2	0.00124917956832
Rbp9	0.00118411782598
Usp10	0.0011837734878
PAPLA1	0.00116491311977
fne	0.00114878284291
Hsc70-3	0.00114663734078
Spn	0.00111757993192
Pp1-87B	0.00111573156487
flw	0.00109815505358
Hsc70-5	0.00101520963105
Egfr	0.00100975131079
14-3-3epsilon	0.00100232001997
drk	0.000998658787353
Ten-m	0.00099414286917
CkIIalpha	0.000977098559332
PpD3	0.00097423968943
14-3-3zeta	0.000959621373718
arm	0.000954692412815
Cam	0.000927030857937
Hsc70-1	0.000925788497011
Hsp83	0.000924851419003
Nedd8	0.000922782984603
Rac1	0.000885572570429
Mi-2	0.000876043330249
CNBP	0.000870622176357
sbr	0.000833690734788
CkIIbeta	0.00082896629396
Nedd4	0.000824732391799
RpS21	0.000796870193039
Ino80	0.000776363862742
Hsc70-4	0.000775957581964
N	0.000764804492475
Tsp	0.000757109483022
slou	0.00074413765443
Rpn11	0.000740900235179
mts	0.000707603816465
TER94	0.000705920876571
pum	0.000686585938015
Nlp	0.000683960527878
gish	0.000662361372082
Mbs	0.000651170723355
Sirt7	0.000643258761336
spi	0.000631515825909
